alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,residual sugar,sulphates,total sulfur dioxide,volatile acidity
9.53333333333333,0.046,0.4,0.99494,6.6,68.0,3.15,8.1,0.5,170.0,0.34
10.8,0.042,0.43,0.99293,6.9,34.0,3.05,6.4,0.51,115.0,0.22
9.0,0.058,0.38,0.9979,7.2,55.0,3.09,14.3,0.44,194.0,0.23
9.9,0.056,0.4,0.9954,7.5,50.0,3.06,7.1,0.52,110.0,0.19
9.4,0.157,0.23,0.99471,6.7,49.0,3.17,5.0,0.49,145.0,0.43
9.4,0.05,0.49,0.9956,8.9,17.0,3.13,1.6,0.34,131.0,0.32
12.8,0.03,0.28,0.99024,6.4,29.0,3.09,4.9,0.58,98.0,0.25
9.4,0.049,0.51,0.99548,6.3,35.0,3.16,7.6,0.54,200.0,0.27
9.5,0.217,0.81,0.9936,6.5,14.0,3.08,1.2,0.53,74.0,0.39
9.2,0.056,0.64,0.9972,7.1,12.0,3.05,13.2,0.39,105.0,0.33
8.9,0.049,0.3,0.9963,7.4,38.0,3.13,7.9,0.48,157.0,0.26
10.1,0.045,0.32,0.99543,8.0,61.0,3.1,7.6,0.55,204.0,0.28
11.6,0.041,0.26,0.99382,7.0,51.0,3.08,10.3,0.35,166.0,0.34
9.0,0.052,0.19,0.99865,7.2,47.0,3.12,13.7,0.53,197.0,0.23
8.8,0.044,0.32,0.99975,8.7,35.0,3.12,13.4,0.47,169.0,0.23
10.3,0.043,0.44,0.9932,7.6,25.0,3.11,1.4,0.75,109.0,0.16
9.3,0.043,0.64,0.99873,8.2,22.0,2.99,13.9,0.8,171.0,0.37
9.5,0.041,0.32,0.9953,8.9,12.0,3.17,1.3,0.49,188.0,0.34
8.7,0.05,0.27,0.9984,7.4,25.0,2.9,15.5,0.43,135.0,0.16
9.2,0.051,0.26,0.99416,6.0,16.0,3.15,5.1,0.41,119.0,0.33
9.8,0.047,0.28,0.99532,7.4,29.0,3.16,9.1,0.47,95.0,0.2
11.1,0.023,0.28,0.99062,8.1,49.0,2.92,0.9,0.36,87.0,0.2
9.1,0.047,0.51,0.9987,7.9,54.0,3.09,15.3,0.51,171.0,0.345
9.0,0.046,0.38,0.9955,6.4,35.0,3.1,7.8,0.37,192.0,0.3
9.9,0.041,0.34,0.9981,8.5,32.0,3.13,13.8,0.4,161.0,0.28
11.2,0.043,0.42,0.99066,6.3,63.0,3.13,1.1,0.72,146.0,0.13
10.7,0.036,0.46,0.99126,7.6,63.0,3.02,0.9,0.41,147.0,0.17
12.9,0.032,0.28,0.98889,5.9,36.0,3.08,1.3,0.64,95.0,0.24
12.8,0.047,0.4,0.99,6.8,34.0,3.13,1.8,0.49,105.0,0.24
12.9,0.018,0.31,0.98936,7.3,45.0,3.06,2.3,0.34,80.0,0.22
9.5,0.039,0.51,0.9982,7.5,62.0,3.06,14.8,0.6,204.0,0.31
8.8,0.057,0.27,0.99807,7.3,45.0,2.94,13.9,0.41,155.0,0.19
11.0,0.036,0.36,0.9939,7.5,45.0,3.03,7.0,0.33,164.0,0.27
9.1,0.043,0.31,0.99954,6.9,38.0,2.93,19.25,0.52,167.0,0.19
11.5,0.034,0.49,0.9937,9.0,26.0,2.99,6.9,0.34,91.0,0.31
9.2,0.048,0.44,0.99528,6.4,49.0,3.15,7.1,0.48,179.0,0.28
9.3,0.054,0.22,0.99853,6.3,42.0,3.12,17.45,0.6,151.0,0.23
11.3,0.027,0.49,0.9919,7.8,28.0,3.03,3.2,0.32,87.0,0.26
9.5,0.042,0.26,0.9938,7.5,13.0,3.07,1.8,0.38,133.0,0.32
9.2,0.044,0.1,0.9937,7.0,17.0,3.01,3.5,0.39,63.0,0.34
12.7,0.031,0.49,0.9926,8.0,46.0,3.16,9.1,0.27,151.0,0.44
9.0,0.059,0.4,1.0,7.5,44.0,2.99,18.9,0.46,170.0,0.305
11.9,0.03,0.27,0.9914,8.3,22.0,2.99,2.1,0.68,162.0,0.24
9.4,0.126,0.38,0.99711,7.5,49.0,2.98,8.7,0.57,199.0,0.33
10.1,0.045,0.19,0.99364,6.5,98.0,3.16,6.6,0.34,175.0,0.27
8.9,0.056,0.3,0.999,7.6,53.0,3.14,14.2,0.46,212.5,0.2
12.7,0.037,0.3,0.99184,6.9,4.0,3.07,10.55,0.32,28.0,0.3
10.4,0.054,0.2,0.992,6.9,5.0,3.1,0.9,0.42,126.0,0.46
11.1,0.041,0.31,0.9914,8.1,49.0,2.99,1.1,0.45,123.0,0.3
12.5,0.037,0.3,0.98914,7.2,11.0,2.96,1.2,0.36,95.0,0.24
10.9,0.028,0.32,0.993,6.4,15.0,3.13,7.2,0.55,83.0,0.22
8.8,0.049,0.31,0.9985,7.5,46.0,3.08,13.0,0.53,217.0,0.24
10.9,0.049,0.31,0.993,8.0,24.0,3.1,5.6,0.42,97.0,0.22
12.8,0.051,0.3,0.98964,6.5,20.0,3.13,2.3,0.52,127.0,0.32
9.7,0.09,0.21,0.99255,6.1,44.0,3.07,1.9,0.41,130.0,0.17
11.7,0.036,0.46,0.99279,7.2,17.0,3.1,6.4,0.78,85.0,0.23
10.1,0.04,0.49,0.9938,8.3,34.0,3.05,1.7,0.37,169.0,0.2
9.4,0.051,0.26,0.9984,6.6,17.0,3.0,17.3,0.43,149.0,0.18
9.6,0.071,0.3,0.9924,5.5,27.0,3.14,2.5,0.51,128.0,0.335
9.8,0.049,0.17,0.993,6.8,26.0,3.0,5.1,0.38,82.0,0.17
11.5,0.039,0.49,0.9938,9.0,32.0,2.94,7.2,0.32,84.0,0.3
9.1,0.063,0.33,0.99561,6.3,63.0,2.86,10.1,0.41,133.0,0.19
12.7,0.033,0.26,0.99117,7.9,23.0,3.17,4.45,0.52,100.0,0.44
9.7,0.051,0.19,0.996,7.1,53.0,3.16,8.2,0.52,187.0,0.26
11.7,0.034,0.36,0.9906,8.2,17.0,3.04,1.0,0.32,93.0,0.37
10.2,0.044,0.49,0.99514,9.2,18.0,3.1,2.0,0.53,107.0,0.16
9.3,0.135,0.6,0.9927,6.6,61.0,3.12,1.1,0.39,144.0,0.21
11.4,0.046,0.51,0.993,8.3,11.0,3.02,2.0,0.55,207.0,0.41
11.2,0.052,0.31,0.9923,8.1,50.0,3.03,1.7,0.42,183.0,0.46
11.0,0.039,0.45,0.99215,8.3,18.0,3.02,1.5,0.56,98.0,0.14
9.0,0.04,0.17,0.9939,6.2,24.0,3.01,2.8,0.46,125.0,0.3
10.7,0.039,0.35,0.99362,7.9,22.0,2.93,6.7,0.49,64.0,0.25
11.1,0.034,0.29,0.98936,5.8,34.0,3.14,0.9,0.36,89.0,0.22
9.9,0.043,0.37,0.99632,6.7,64.0,3.08,11.3,0.53,173.0,0.24
11.6,0.044,0.35,0.9941,7.1,26.0,3.17,12.5,0.29,72.0,0.39
10.5,0.024,0.3,0.99456,8.4,17.0,2.99,8.9,0.34,118.0,0.22
10.8,0.037,0.29,0.99214,5.9,69.0,3.13,4.2,0.74,144.0,0.22
12.9,0.044,0.33,0.98896,5.6,21.0,3.17,2.9,0.32,73.0,0.12
10.5,0.046,0.34,0.9927,7.8,27.0,3.05,1.6,0.45,154.0,0.27
11.8,0.036,0.29,0.98938,6.1,25.0,3.06,2.2,0.44,100.0,0.34
11.2,0.043,0.42,0.99066,6.3,63.0,3.13,1.1,0.72,146.0,0.13
8.7,0.045,0.67,0.9975,7.1,49.0,3.16,10.5,0.44,155.0,0.37
9.6,0.047,0.3,0.99705,6.8,69.0,3.16,13.0,0.5,160.0,0.27
9.4,0.049,0.31,0.9942,8.3,48.0,3.12,1.5,0.58,153.0,0.17
9.6,0.086,0.19,0.993,6.8,30.0,2.83,3.5,0.44,130.0,0.31
10.0,0.032,0.49,0.99368,9.7,3.0,2.85,4.9,0.54,18.0,0.24
9.8,0.041,0.37,0.99432,6.4,39.5,3.1,4.85,0.5,216.5,0.37
13.1,0.035,1.23,0.99018,7.6,51.0,3.03,4.6,0.43,294.0,0.25
10.6,0.038,0.31,0.9945,8.4,29.0,3.1,6.7,0.32,132.0,0.17
11.3,0.042,0.3,0.9911,7.3,31.0,3.05,2.5,0.56,104.0,0.24
9.4,0.065,0.39,0.9974,7.5,29.0,3.16,12.4,0.39,119.0,0.33
9.3,0.058,0.26,0.9972,7.8,34.0,3.14,9.2,0.55,199.0,0.42
9.6,0.04,0.34,0.99708,7.9,53.0,3.11,11.4,0.57,202.0,0.25
12.1,0.04,0.37,0.9912,8.0,15.0,3.06,1.3,0.61,96.0,0.18
11.5,0.024,0.4,0.9928,7.2,56.0,3.04,7.6,0.32,177.0,0.29
8.5,0.06,0.49,1.00196,7.6,30.0,3.01,20.15,0.44,145.0,0.28
9.5,0.051,0.21,0.9932,6.4,46.0,3.16,2.1,0.5,171.0,0.35
10.0,0.028,0.3,0.99272,8.5,34.0,2.83,1.1,0.36,95.0,0.18
12.4,0.026,0.29,0.9918,8.6,19.0,3.01,4.1,0.38,101.0,0.485
9.5,0.058,0.46,0.996,9.2,39.0,3.14,3.2,0.58,133.0,0.28
11.2,0.034,0.23,0.99344,8.3,6.0,3.05,6.65,0.48,158.0,0.49
10.5,0.046,0.32,0.99452,6.8,47.0,3.08,8.6,0.52,159.0,0.23
9.1,0.05,0.31,0.99884,7.5,26.0,3.05,13.1,0.53,180.0,0.24
10.1,0.038,0.3,0.99555,7.7,67.0,3.1,7.8,0.5,196.0,0.25
11.8,0.031,0.27,0.9932,7.4,41.0,3.15,7.3,0.38,144.0,0.21
10.7,0.051,0.23,0.9943,6.5,20.0,3.03,8.5,0.42,138.0,0.32
11.0,0.034,0.49,0.9939,7.3,29.0,2.99,9.4,0.32,134.0,0.22
8.8,0.054,0.26,0.9961,6.6,56.0,3.17,7.7,0.45,209.0,0.32
11.0,0.054,0.35,0.99287,6.8,53.0,3.1,5.4,0.54,143.0,0.18
10.6,0.032,0.2,0.99516,6.1,54.0,2.91,12.6,0.43,136.0,0.41
12.7,0.019,0.37,0.99036,7.1,39.0,3.08,4.8,0.49,114.0,0.36
10.0,0.041,0.36,0.9982,8.5,47.0,3.08,14.9,0.31,190.0,0.32
9.5,0.062,0.57,0.99238,6.4,21.0,3.0,1.0,0.4,122.0,0.25
10.4,0.033,0.49,0.9923,8.2,28.0,3.0,1.1,0.68,81.0,0.18
9.2,0.048,0.44,0.99528,6.4,49.0,3.15,7.1,0.48,179.0,0.28
9.9,0.041,0.19,0.9943,6.3,22.0,3.15,5.8,0.63,145.0,0.34
9.1,0.042,0.18,0.99644,7.2,41.0,3.16,8.2,0.49,180.0,0.29
10.9,0.029,0.31,0.99276,7.5,53.0,3.03,6.5,0.38,160.0,0.18
12.2,0.029,0.25,0.99074,6.5,54.0,3.17,4.8,0.44,128.0,0.28
10.4,0.043,0.66,0.9945,5.6,78.0,2.98,10.2,0.43,175.0,0.2
9.5,0.048,0.29,0.99784,6.9,52.0,3.0,13.65,0.6,189.0,0.38
12.6,0.037,0.28,0.99148,7.3,26.0,3.16,6.5,0.58,97.0,0.4
11.2,0.05,0.37,0.99138,7.4,24.0,3.04,2.6,0.53,132.0,0.25
9.3,0.048,0.49,0.9929,7.2,11.0,3.01,1.1,0.42,138.0,0.4
12.1,0.036,0.28,0.99206,6.6,10.0,3.07,9.2,0.35,92.0,0.39
9.0,0.157,0.54,0.99449,7.2,34.0,3.11,1.4,0.53,132.0,0.39
12.4,0.04,0.34,0.99084,7.6,18.0,3.06,5.0,0.48,56.0,0.27
9.3,0.047,0.32,0.9927,5.6,24.0,3.12,1.1,0.42,152.0,0.245
10.5,0.041,0.24,0.99508,7.0,75.0,2.98,11.0,0.56,167.0,0.22
9.1,0.053,0.3,0.9986,7.4,48.5,3.14,12.8,0.49,229.0,0.19
12.3,0.033,0.26,0.99076,7.6,26.0,2.98,4.8,0.49,76.0,0.2
11.7,0.038,0.29,0.99088,6.9,28.0,3.01,2.4,0.36,76.0,0.25
9.4,0.209,0.3,0.99478,6.4,62.0,3.1,6.5,0.4,156.0,0.29
12.2,0.036,0.3,0.99122,6.7,27.0,3.12,5.3,0.46,165.0,0.45
12.7,0.03,0.26,0.99045,6.7,15.0,3.15,5.4,0.38,94.0,0.24
10.9,0.047,0.31,0.99126,6.8,40.0,3.06,2.8,0.64,122.0,0.23
12.9,0.023,0.46,0.98865,6.5,6.0,3.15,1.0,0.54,80.0,0.34
9.4,0.048,0.41,0.99863,7.3,73.0,3.16,14.6,0.71,223.0,0.23
12.0,0.033,0.3,0.9906,6.8,27.0,3.0,3.5,0.37,135.0,0.43
9.4,0.048,0.32,0.9967,7.1,36.0,2.92,12.2,0.54,125.0,0.18
10.8,0.02,0.29,0.99338,7.4,31.0,3.13,6.8,0.29,113.0,0.25
10.0333333333333,0.054,0.52,0.99788,7.4,36.0,3.04,15.7,0.62,139.0,0.27
13.3,0.041,0.4,0.98916,6.6,35.0,3.11,2.65,0.39,86.0,0.33
10.5,0.05,0.35,0.992,8.3,12.0,3.13,0.9,0.38,74.0,0.2
11.1,0.044,0.46,0.99127,7.2,48.0,2.97,1.3,0.45,111.0,0.13
12.2,0.029,0.31,0.99077,8.3,14.0,2.95,2.0,0.77,141.0,0.26
9.2,0.074,0.32,0.998,7.1,29.0,2.96,14.45,0.42,107.0,0.26
8.9,0.048,0.35,0.9975,6.1,63.0,3.08,12.8,0.4,229.0,0.28
9.4,0.053,0.28,0.99489,6.0,37.0,3.06,7.7,0.5,132.0,0.25
10.1,0.041,0.34,0.995,6.1,38.0,3.14,9.5,0.44,201.0,0.2
8.8,0.053,0.28,1.0103,7.9,35.0,3.15,31.6,0.38,176.0,0.33
9.2,0.036,0.4,0.9956,9.8,35.0,2.97,2.8,0.39,167.0,0.44
9.5,0.049,0.26,0.99907,7.4,67.0,3.06,15.6,0.68,210.0,0.33
11.0,0.039,0.21,0.99328,8.7,28.0,2.96,5.6,0.52,67.0,0.31
10.7,0.042,0.37,0.99581,7.0,36.0,3.05,12.85,0.55,105.0,0.13
9.0,0.035,0.32,0.99666,6.7,18.0,2.88,12.5,0.36,156.0,0.16
12.0,0.048,0.32,0.9903,7.6,23.0,2.96,1.3,0.46,76.0,0.26
9.5,0.053,0.33,0.99404,8.3,12.0,2.89,2.5,0.48,72.0,0.25
11.8,0.026,0.3,0.993,9.0,14.0,2.94,8.1,0.36,71.0,0.55
10.1,0.04,0.29,0.99126,5.6,5.0,3.07,2.3,0.45,47.0,0.18
12.0,0.035,0.3,0.99016,5.9,57.0,3.09,3.8,0.34,135.0,0.34
10.8,0.03,0.07,0.9905,6.4,10.0,2.97,1.1,0.28,131.0,0.45
10.0,0.017,0.32,0.99348,6.7,32.0,3.12,3.7,0.44,99.0,0.13
12.7,0.03,0.31,0.9898,7.0,41.0,3.16,2.7,0.37,136.0,0.22
9.6,0.057,0.42,0.9955,6.7,25.0,3.16,6.4,0.45,148.0,0.31
9.0,0.049,0.43,0.9957,6.1,65.0,3.12,7.5,0.47,243.0,0.27
8.8,0.048,0.5,0.99904,6.5,36.0,3.02,16.4,0.49,182.0,0.22
12.6,0.029,0.28,0.9906,7.6,7.0,3.0,4.2,0.41,112.0,0.38
10.0,0.047,0.22,0.99383,6.3,45.0,3.09,5.6,0.54,147.0,0.18
11.2,0.036,0.27,0.99406,8.0,15.0,2.99,9.7,0.36,85.0,0.25
10.3,0.048,0.45,0.9944,8.3,8.0,3.08,1.3,0.61,72.0,0.27
9.7,0.033,0.33,0.994,8.4,16.0,3.14,1.5,0.42,98.0,0.16
11.2,0.043,0.44,0.9907,6.4,67.0,3.14,1.2,0.73,150.0,0.15
10.6,0.018,0.23,0.99178,6.2,18.0,3.05,1.2,0.28,128.0,0.23
10.4,0.028,0.27,0.9923,8.2,10.0,2.97,1.7,0.48,59.0,0.37
12.3,0.029,0.32,0.99146,6.8,31.0,3.0,8.7,0.34,105.0,0.32
12.3,0.035,0.43,0.9916,8.2,31.0,3.1,1.6,0.5,128.0,0.27
9.4,0.184,0.14,0.99396,6.6,35.0,2.93,4.4,0.45,168.0,0.2
12.5,0.019,0.38,0.98961,6.2,22.0,3.05,5.1,0.36,82.0,0.19
11.1,0.048,0.35,0.99146,7.0,67.0,3.05,2.5,0.56,161.0,0.36
12.3,0.033,0.49,0.9936,8.0,39.0,3.13,9.0,0.38,180.0,0.34
10.0,0.052,0.33,0.99316,6.6,40.0,3.15,2.5,0.6,210.0,0.32
10.2,0.045,0.31,0.99546,6.4,55.0,3.02,12.9,0.59,161.0,0.31
9.2,0.038,0.45,0.9992,7.9,53.0,3.03,14.2,0.46,141.0,0.22
13.0,0.035,0.26,0.99031,6.1,14.0,3.06,8.15,0.27,88.0,0.36
13.0,0.032,0.28,0.98946,5.8,46.0,3.16,4.3,0.57,115.0,0.32
11.7,0.033,0.27,0.99086,6.7,25.0,3.05,2.6,0.34,85.0,0.41
11.7,0.031,0.3,0.98986,6.4,37.0,3.01,1.1,0.56,94.0,0.12
9.4,0.046,0.2,0.9944,7.6,9.0,3.15,3.4,0.41,116.0,0.38
10.1,0.043,0.21,0.99658,6.0,20.0,3.11,15.55,0.54,142.0,0.29
9.7,0.064,0.29,0.99737,7.1,56.0,3.16,15.5,0.41,115.5,0.13
9.2,0.053,0.25,0.9976,7.4,25.0,3.1,11.9,0.62,148.0,0.28
12.1,0.031,0.29,0.98958,7.2,40.0,3.12,1.0,0.4,123.0,0.16
9.3,0.053,0.56,0.9981,6.6,32.0,3.11,15.4,0.49,141.0,0.26
12.3,0.034,0.24,0.99031,6.6,29.0,3.1,3.3,0.4,99.0,0.34
9.7,0.067,0.38,0.99496,7.2,20.0,3.17,6.1,0.79,90.0,0.23
9.4,0.042,0.48,0.9986,8.2,59.0,3.1,13.7,0.52,169.0,0.4
10.8,0.049,0.37,0.99226,7.1,28.0,3.15,1.5,0.52,129.0,0.2
11.8,0.034,0.49,0.9958,7.6,37.0,3.14,14.0,0.38,156.0,0.52
8.8,0.047,0.23,0.99906,6.6,37.0,3.08,17.3,0.46,118.0,0.22
13.4,0.04,0.24,0.98862,7.1,24.0,2.94,2.7,0.38,87.0,0.45
12.8,0.036,0.44,0.9913,7.6,10.0,3.01,1.9,0.7,119.0,0.21
9.4,0.056,0.28,0.99594,6.9,29.0,3.17,9.4,0.43,183.0,0.43
9.8,0.036,0.16,0.9942,6.0,36.0,3.17,6.3,0.62,191.0,0.36
10.0,0.041,0.27,0.99535,7.4,24.0,3.17,7.5,0.43,160.0,0.38
9.5,0.049,0.52,0.99551,6.5,35.0,3.16,7.9,0.51,192.0,0.29
9.4,0.06,0.2,0.9944,7.5,15.0,3.06,1.4,0.4,168.0,0.42
9.73333333333333,0.069,0.47,0.99391,5.7,35.0,3.11,6.3,0.46,182.0,0.24
9.7,0.045,0.3,0.9966,7.4,44.0,3.11,10.4,0.57,174.0,0.18
9.5,0.056,0.34,0.99434,7.6,34.0,3.1,1.3,0.51,176.0,0.25
9.1,0.06,0.37,0.9975,7.4,52.0,3.0,13.5,0.44,192.0,0.25
10.9,0.036,0.33,0.9953,8.2,28.0,2.96,9.1,0.4,118.0,0.29
9.7,0.049,0.17,0.99297,7.0,7.0,3.13,1.1,0.36,119.0,0.35
9.2,0.053,0.55,0.99805,6.8,34.0,2.93,14.6,0.44,159.0,0.21
11.0,0.037,0.35,0.99388,7.0,31.0,3.13,8.8,0.49,103.0,0.2
9.9,0.048,0.23,0.99612,6.2,33.0,3.11,12.4,0.56,201.0,0.29
9.8,0.043,0.02,0.99226,6.5,32.0,3.14,0.9,0.47,99.0,0.48
8.8,0.047,0.68,0.9978,7.5,37.0,2.99,11.0,0.38,133.0,0.23
12.1,0.028,0.38,0.99274,6.5,20.0,3.1,10.2,0.43,82.0,0.36
12.0,0.031,0.38,0.98956,6.2,20.0,3.06,3.2,0.33,89.0,0.36
12.5,0.03,0.43,0.99164,6.8,30.0,3.08,7.6,0.59,110.0,0.28
12.4,0.039,0.27,0.99129,6.7,35.0,3.16,5.2,0.44,96.0,0.46
11.2,0.036,0.27,0.99406,8.0,15.0,2.99,9.7,0.36,85.0,0.25
9.3,0.054,0.4,0.9952,9.2,18.0,3.04,2.4,0.46,151.0,0.22
9.0,0.051,0.3,0.99835,6.6,33.0,3.04,14.9,0.54,118.0,0.23
10.5,0.026,0.48,0.99184,8.5,23.0,2.9,1.1,0.5,58.0,0.19
11.6,0.03,0.22,0.993,6.9,10.0,3.0,4.3,0.87,102.0,0.39
9.0,0.083,0.43,0.9965,6.5,50.0,2.85,8.9,0.5,171.0,0.26
8.9,0.07,0.3,0.99666,6.7,44.0,2.86,10.2,0.46,179.0,0.24
9.53333333333333,0.046,0.4,0.99494,6.6,68.0,3.15,8.1,0.5,170.0,0.34
11.4,0.043,0.52,0.99129,7.6,28.0,3.02,3.2,0.53,152.0,0.27
9.3,0.048,0.19,0.99668,6.3,54.0,3.16,12.3,0.42,145.0,0.2
9.5,0.038,0.31,0.9969,7.7,59.0,3.12,10.7,0.55,186.0,0.23
9.0,0.035,0.32,0.99666,6.7,18.0,2.88,12.5,0.36,156.0,0.16
10.9,0.048,0.3,0.9951,7.7,25.0,2.97,8.0,0.47,192.0,0.34
10.5,0.048,0.49,0.9962,7.5,50.0,3.17,9.4,0.59,149.0,0.24
9.3,0.054,0.12,0.99424,6.2,6.0,3.16,4.8,0.5,97.0,0.32
9.2,0.039,0.29,1.00037,7.3,69.0,3.1,19.9,0.48,237.0,0.2
9.9,0.036,0.38,0.9924,7.1,10.0,3.14,1.2,0.44,124.0,0.31
9.1,0.053,0.3,0.9986,7.4,48.5,3.14,12.8,0.49,229.0,0.19
9.0,0.05,0.34,0.9983,7.3,38.0,3.03,15.4,0.42,174.0,0.24
10.9,0.024,0.39,0.9928,7.3,35.0,3.17,3.6,0.51,116.0,0.24
8.7,0.042,0.27,0.99786,6.4,45.0,3.14,11.0,0.46,148.0,0.28
10.5,0.047,0.3,0.9941,7.4,13.0,3.12,8.1,0.35,114.0,0.21
12.0,0.04,0.35,0.98961,6.8,29.0,2.91,1.8,0.57,84.0,0.17
11.3,0.033,0.49,0.9955,7.8,37.0,3.14,13.0,0.35,158.0,0.43
10.5,0.047,0.33,0.9928,6.8,44.0,3.12,1.5,0.44,167.0,0.26
9.3,0.048,0.49,0.9929,7.2,11.0,3.01,1.1,0.42,138.0,0.4
10.55,0.031,0.19,0.99704,5.8,28.0,2.97,19.4,0.4,106.0,0.315
9.6,0.047,0.36,0.9949,6.6,57.0,3.15,8.0,0.46,168.0,0.32
9.5,0.042,0.23,0.9942,9.4,14.0,3.07,1.6,0.32,67.0,0.16
9.2,0.05,0.58,0.9999,7.6,43.0,3.15,16.75,0.54,163.0,0.32
11.1,0.03,0.26,0.99106,6.9,11.0,3.06,2.3,0.42,103.0,0.32
11.0,0.044,0.38,0.99326,6.4,35.0,2.97,9.1,0.3,127.0,0.22
11.4,0.034,0.31,0.99305,7.2,17.0,3.15,6.3,0.52,103.0,0.19
8.8,0.079,0.32,0.99662,6.7,37.0,3.02,10.3,0.45,122.0,0.24
9.0,0.078,0.52,0.99494,6.0,30.0,3.1,5.0,0.36,139.0,0.28
9.0,0.052,0.57,1.0007,8.7,34.0,2.98,17.8,0.82,243.0,0.49
12.8,0.022,0.29,0.98902,6.3,33.0,3.04,2.0,0.54,96.0,0.19
9.0,0.042,0.5,0.9984,7.5,57.0,3.09,12.8,0.46,184.0,0.38
10.3,0.035,0.36,0.9952,8.2,60.0,3.05,8.1,0.3,163.0,0.2
9.0,0.054,0.29,0.9998,7.8,23.0,3.16,16.85,0.38,135.0,0.3
9.1,0.029,0.24,0.993,7.1,29.0,3.16,0.8,0.32,86.0,0.53
9.2,0.138,0.73,0.9936,7.0,58.0,3.08,1.0,0.3,150.0,0.16
11.8,0.029,0.35,0.99439,8.4,3.0,3.02,11.7,0.34,46.0,0.32
10.4,0.046,0.22,0.9928,7.4,16.0,3.08,1.4,0.77,135.0,0.3
12.5,0.035,0.27,0.99058,6.9,17.0,3.12,4.7,0.36,80.0,0.45
9.2,0.176,0.69,0.99288,6.7,36.0,2.96,1.2,0.43,106.0,0.27
10.8,0.042,0.45,0.9944,9.8,11.0,2.93,1.6,0.46,124.0,0.36
9.0,0.054,0.29,0.9998,7.8,23.0,3.16,16.85,0.38,135.0,0.3
10.0,0.045,0.44,0.9924,7.3,21.0,3.15,1.4,0.46,98.0,0.2
12.5,0.041,0.49,0.9914,7.7,23.0,3.16,1.8,0.42,86.0,0.27
9.1,0.048,0.51,0.9942,6.4,62.0,3.08,5.5,0.45,172.0,0.3
12.4,0.028,0.34,0.9903,7.6,42.0,3.01,3.2,0.33,162.0,0.37
10.4,0.052,0.29,0.99544,6.8,51.0,3.02,11.9,0.58,149.0,0.28
12.0666666666667,0.041,0.29,0.99005,6.2,22.0,3.1,3.9,0.59,79.0,0.35
9.8,0.053,0.26,0.99699,7.4,55.0,3.11,11.8,0.6,173.0,0.27
9.3,0.04,0.4,0.9953,6.4,46.0,3.15,6.2,0.46,169.0,0.31
9.5,0.033,0.42,0.99684,6.1,28.0,2.87,15.1,0.47,124.0,0.17
11.6,0.041,0.34,0.98981,5.6,14.0,3.04,2.0,0.45,73.0,0.24
11.5,0.029,0.29,0.99112,6.6,43.0,2.93,5.35,0.43,106.0,0.21
12.1,0.042,0.35,0.9908,7.8,8.0,3.11,1.8,0.41,167.0,0.34
8.9,0.056,0.3,0.999,7.6,53.0,3.14,14.2,0.46,212.5,0.2
11.3666666666667,0.038,0.23,0.99157,7.1,23.0,3.05,3.5,0.37,112.0,0.23
13.0,0.032,0.28,0.98946,5.8,46.0,3.16,4.3,0.57,115.0,0.32
9.8,0.069,0.26,0.9954,7.0,28.0,3.13,7.4,0.46,160.0,0.31
8.7,0.073,0.29,0.9984,6.8,56.0,3.06,15.4,0.41,173.0,0.23
9.4,0.049,0.26,0.99691,5.7,52.5,3.08,12.5,0.45,106.0,0.25
9.7,0.058,0.29,0.9978,7.0,45.0,3.15,16.4,0.37,110.0,0.15
12.9,0.025,0.29,0.99071,6.8,29.0,3.03,6.2,0.32,95.0,0.3
10.5,0.037,0.27,0.99444,7.1,19.0,3.04,9.6,0.37,105.0,0.2
10.2,0.036,0.33,0.9966,8.8,46.0,3.08,9.7,0.4,172.0,0.34
12.1,0.036,0.49,0.99,7.8,20.0,3.05,1.2,0.28,99.0,0.21
10.0,0.049,0.41,0.9941,8.6,29.0,2.96,2.2,0.44,111.0,0.26
10.3,0.052,0.38,0.99534,7.4,41.0,3.06,8.6,0.46,150.0,0.23
12.5,0.031,0.49,0.9906,7.5,44.0,3.07,1.7,0.46,109.0,0.32
12.9,0.032,0.28,0.99036,6.6,19.0,3.11,4.4,0.62,78.0,0.64
11.8,0.04,0.35,0.99102,6.5,27.0,2.98,3.9,0.53,140.0,0.2
12.6,0.034,0.39,0.991,7.8,62.0,3.09,1.8,0.75,180.0,0.21
12.5,0.043,0.29,0.9902,6.9,33.0,3.16,4.2,0.31,114.0,0.26
10.2,0.042,0.28,0.99204,6.6,62.0,3.15,1.8,0.42,178.0,0.17
11.5,0.024,0.4,0.9928,7.2,56.0,3.04,7.6,0.32,177.0,0.29
10.0,0.045,0.23,0.99261,6.0,10.0,2.94,5.0,0.63,122.0,0.22
10.7,0.038,0.35,0.99546,6.9,49.0,3.0,13.5,0.63,118.0,0.19
12.8,0.038,0.3,0.98867,6.7,30.0,3.09,2.4,0.36,83.0,0.31
9.3,0.052,0.47,0.99944,7.5,51.0,3.09,16.9,0.62,188.0,0.2
11.2,0.043,0.3,0.99047,7.0,34.0,2.88,2.6,0.47,90.0,0.16
8.9,0.041,0.18,0.9959,6.8,71.0,3.14,7.5,0.41,223.0,0.32
11.8,0.031,0.29,0.9918,7.9,33.0,3.06,5.3,0.32,117.0,0.25
