alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,residual sugar,sulphates,total sulfur dioxide,volatile acidity
11.4,0.028,0.28,0.99182,6.6,39.0,3.34,1.8,0.46,132.0,0.24
10.7,0.061,0.35,0.9965,7.4,12.0,3.48,5.7,0.69,94.0,0.37
11.1,0.048,0.39,0.99133,6.9,25.0,3.2,2.4,0.54,157.0,0.35
10.4,0.044,0.32,0.9962,7.4,17.0,3.32,7.1,0.41,117.0,0.45
12.1,0.04,0.34,0.99111,6.5,29.0,3.28,3.6,0.48,121.0,0.28
10.0,0.04,0.32,0.9922,7.2,50.0,3.27,0.8,0.33,121.0,0.16
10.3,0.06,0.29,0.99572,7.7,27.0,3.49,4.8,0.59,156.0,0.29
12.7,0.051,0.36,0.99097,7.5,26.0,3.32,2.6,0.53,126.0,0.33
11.4,0.042,0.29,0.99044,5.8,35.0,3.36,1.0,0.48,101.0,0.26
13.4,0.047,0.3,0.9886,6.8,35.0,3.24,2.1,0.56,147.0,0.33
11.2,0.038,0.22,0.99184,6.2,44.0,3.22,5.25,0.4,145.0,0.36
9.4,0.041,0.24,0.99445,5.4,30.0,3.42,4.8,0.4,113.0,0.18
10.1,0.076,0.4,0.99204,5.0,42.0,3.32,1.2,0.47,124.0,0.27
10.5,0.034,0.23,0.9952,5.3,48.0,3.82,5.15,0.51,160.0,0.26
10.8,0.05,0.28,0.9918,5.9,20.0,3.43,1.9,0.64,78.0,0.13
10.9,0.044,0.0,0.99202,5.8,72.0,3.56,1.3,0.43,197.0,0.6
10.2,0.043,0.3,0.9944,6.7,25.0,3.44,1.8,0.61,121.0,0.26
11.1,0.022,0.34,0.9912,6.7,22.0,3.23,1.0,0.57,94.0,0.19
12.8,0.033,0.3,0.98912,6.0,41.0,3.29,1.9,0.42,142.0,0.32
11.0,0.041,0.49,0.9927,6.9,15.0,3.25,1.4,0.63,164.0,0.21
11.5,0.032,0.28,0.99168,6.4,24.0,3.31,2.5,0.55,84.0,0.2
10.5,0.025,0.3,0.9928,6.6,14.0,3.29,1.9,0.62,153.0,0.27
9.9,0.06,0.26,0.99784,6.7,50.0,3.39,13.5,0.46,156.0,0.25
10.3,0.059,0.29,0.9961,7.0,28.0,3.54,3.9,0.59,199.0,0.27
10.9,0.037,0.47,0.9938,8.1,23.0,3.21,1.1,0.42,126.0,0.5
12.4,0.03,0.3,0.98968,5.7,25.0,3.37,1.3,0.43,98.0,0.24
10.8,0.034,0.32,0.99114,6.4,40.0,3.31,0.9,0.58,114.0,0.25
9.6,0.055,0.34,0.9942,6.6,34.0,3.36,5.1,0.42,125.0,0.15
12.8,0.033,0.3,0.98912,6.0,41.0,3.29,1.9,0.42,142.0,0.32
9.1,0.045,0.41,0.9989,7.6,44.0,3.18,13.7,0.64,197.0,0.33
9.9,0.04,0.21,0.9956,6.4,35.0,3.39,7.1,0.58,162.0,0.26
10.1,0.036,0.29,0.99411,7.2,17.0,3.36,3.0,0.68,117.0,0.24
11.45,0.036,0.34,0.99097,6.0,52.0,3.44,1.0,0.44,184.0,0.24
13.0,0.034,0.29,0.99056,6.7,29.0,3.29,4.75,0.46,134.0,0.47
10.2,0.035,0.74,0.9933,7.5,21.0,3.26,1.6,0.45,126.0,0.14
9.7,0.053,0.33,0.9978,6.5,51.0,3.22,15.7,0.51,190.0,0.28
9.4,0.043,0.33,0.9968,6.9,28.0,3.2,10.1,0.52,152.0,0.41
9.2,0.05,0.34,0.9985,7.1,51.0,3.21,16.0,0.6,166.0,0.2
12.4,0.055,0.25,0.99171,6.4,28.0,3.27,5.0,0.5,138.0,0.32
12.4,0.036,0.24,0.9898,6.1,38.0,3.29,1.5,0.42,124.0,0.32
9.5,0.047,0.37,0.99542,6.3,58.0,3.19,7.9,0.48,215.0,0.27
9.6,0.051,0.47,0.99309,6.1,59.0,3.24,1.4,0.5,210.0,0.38
10.9,0.052,0.48,0.995,8.2,24.0,3.5,2.7,0.45,190.0,0.15
10.6,0.047,0.43,0.99628,8.2,18.0,3.23,7.0,0.64,87.0,0.31
9.6,0.05,0.33,0.9942,7.1,33.0,3.28,4.6,0.4,131.0,0.145
11.6,0.028,0.27,0.99186,5.3,40.0,3.37,6.3,0.4,132.0,0.36
10.1,0.034,0.2,0.9944,6.4,18.0,3.33,5.7,0.43,117.0,0.35
10.6,0.043,0.3,0.9951,6.0,43.0,3.63,6.7,0.46,153.0,0.16
10.5,0.051,0.38,0.9926,6.3,7.0,3.45,0.9,0.5,140.0,0.27
11.7,0.035,0.34,0.98993,5.8,40.0,3.5,1.0,0.42,86.0,0.2
12.6,0.035,0.34,0.98949,6.7,45.0,3.24,1.5,0.36,123.0,0.21
12.1,0.029,0.33,0.99,6.2,24.0,3.24,1.7,0.5,111.0,0.28
9.5,0.046,0.33,0.9983,6.7,31.0,3.36,12.3,0.4,145.0,0.24
9.1,0.05,0.34,0.9953,6.8,5.0,3.19,6.0,0.4,129.0,0.32
12.2,0.038,0.27,0.99124,6.9,33.0,3.2,5.0,0.42,166.0,0.44
11.2,0.036,0.74,0.9926,7.0,27.0,3.35,1.5,0.48,122.0,0.27
10.2,0.043,0.2,0.99226,5.8,39.0,3.21,2.0,0.39,154.0,0.23
11.0,0.034,0.29,0.9917,7.3,29.0,3.3,1.6,0.5,118.0,0.21
13.1,0.034,0.34,0.98774,5.0,49.0,3.32,1.1,0.32,158.0,0.24
10.9,0.041,0.39,0.99221,6.6,31.0,3.22,2.3,0.58,102.0,0.21
11.4,0.042,0.22,0.9905,6.0,36.0,3.24,1.6,0.32,106.0,0.16
11.0,0.041,0.26,0.99142,7.0,31.0,3.2,1.7,0.53,110.0,0.24
9.9,0.046,0.0,0.994,5.0,43.0,3.3,6.4,0.63,166.0,0.31
9.3,0.043,0.34,0.9962,6.7,41.0,3.42,8.8,0.4,113.0,0.11
9.9,0.047,0.52,0.99418,6.2,28.0,3.22,6.5,0.49,123.0,0.21
10.0,0.052,0.35,0.993,6.9,35.0,3.45,1.0,0.44,146.0,0.24
10.2,0.039,0.32,0.9926,6.6,25.0,3.39,1.1,0.54,78.0,0.2
11.0,0.037,0.29,0.992,7.2,37.0,3.27,2.2,0.64,102.0,0.24
12.5,0.033,0.33,0.99064,6.7,12.0,3.29,2.0,0.65,74.0,0.31
11.0,0.031,0.3,0.99296,6.1,33.0,3.22,7.75,0.46,139.0,0.28
12.3,0.039,0.3,0.992,5.7,24.0,3.54,5.7,0.61,98.0,0.43
9.6,0.05,0.32,0.9973,6.9,53.0,3.2,13.2,0.5,236.0,0.54
9.3,0.066,0.06,0.9934,6.0,27.0,3.26,1.4,0.55,128.0,0.36
11.9,0.035,0.29,0.99364,6.2,21.0,3.18,11.8,0.34,93.0,0.2
10.7,0.036,0.34,0.99397,7.1,49.0,3.21,7.8,0.4,128.0,0.29
11.3,0.041,0.26,0.99154,7.2,46.0,3.19,1.5,0.56,178.0,0.3
12.6,0.035,0.28,0.98959,5.9,16.0,3.26,3.2,0.42,117.0,0.29
9.0,0.034,0.27,0.99773,7.2,40.0,3.2,11.4,0.44,174.0,0.24
11.2,0.027,0.45,0.992,5.2,21.0,3.55,3.8,0.49,128.0,0.24
10.6,0.047,0.41,0.9917,5.9,45.0,3.33,1.3,0.51,104.0,0.36
11.2,0.04,0.26,0.99194,7.3,32.0,3.27,1.5,0.48,172.0,0.22
10.2,0.038,0.29,0.99463,7.1,33.0,3.27,4.0,0.64,170.0,0.32
10.0,0.044,0.49,0.998,8.0,31.0,3.34,9.0,0.49,185.0,0.25
9.4,0.042,0.22,0.994,5.7,25.0,3.35,4.2,0.39,111.0,0.18
10.0,0.048,0.19,0.9934,6.6,17.0,3.34,0.8,0.56,204.0,0.905
12.3,0.039,0.58,0.9909,6.1,36.0,3.3,5.0,0.6,114.0,0.31
9.5,0.085,0.19,0.99516,6.4,21.0,3.49,1.9,0.64,196.0,0.27
11.4,0.034,0.25,0.9915,7.1,28.0,3.27,1.3,0.55,123.0,0.16
12.7,0.025,0.34,0.98961,6.0,23.0,3.36,1.3,0.37,111.0,0.23
10.8,0.034,0.25,0.992,6.1,37.0,3.47,1.7,0.5,136.0,0.32
11.7,0.03,0.28,0.99062,5.7,22.0,3.31,4.1,0.38,86.0,0.31
9.9,0.045,0.34,0.9934,7.4,73.5,3.18,2.3,0.61,214.0,0.155
9.0,0.049,0.2,0.998,7.4,44.0,3.27,11.5,0.44,157.0,0.44
10.6,0.035,0.49,0.9928,8.0,42.0,3.26,1.5,0.4,120.0,0.14
8.6,0.046,0.19,0.9955,6.5,6.0,3.25,4.2,0.35,114.0,0.27
8.9,0.06,0.12,0.99556,6.4,33.0,3.22,4.7,0.48,196.0,0.62
9.5,0.044,0.24,0.9972,5.8,41.0,3.34,13.3,0.42,137.0,0.25
12.5,0.034,0.32,0.992,5.9,50.0,3.51,6.0,0.58,127.0,0.4
10.1,0.052,0.32,0.99266,6.2,32.0,3.28,1.2,0.44,185.0,0.3
10.2,0.049,0.35,0.9934,6.6,49.0,3.43,1.5,0.85,141.0,0.18
11.3,0.04,0.32,0.99182,6.3,37.0,3.24,4.2,0.43,117.0,0.17
9.3,0.051,0.37,0.99935,6.8,68.0,3.4,15.2,0.85,178.0,0.22
10.3,0.049,0.36,0.996,7.6,38.0,3.6,2.4,0.46,123.0,0.18
12.2,0.044,0.74,0.9924,8.3,33.0,3.25,4.45,0.42,130.0,0.2
12.6,0.045,0.38,0.9925,7.3,29.0,3.19,6.8,0.37,122.0,0.42
11.5,0.047,0.38,0.99158,7.5,30.0,3.22,1.4,0.52,95.0,0.305
11.5,0.057,0.49,0.9928,8.2,14.0,3.19,3.5,0.35,108.0,0.2
11.4,0.053,0.24,0.993,6.9,6.0,3.23,1.8,0.7,121.0,0.25
13.0,0.021,0.26,0.98919,5.5,31.0,3.55,2.2,0.49,119.0,0.34
8.8,0.038,0.36,0.99924,6.5,43.0,3.26,16.3,0.41,133.0,0.23
9.4,0.037,0.42,0.99884,6.3,57.0,3.26,17.2,0.57,170.0,0.33
9.7,0.054,0.38,1.0002,8.3,32.0,3.22,14.8,0.5,126.0,0.22
9.3,0.039,0.26,0.99478,5.8,19.0,3.36,5.1,0.47,103.0,0.13
11.2,0.048,0.21,0.99138,5.7,30.0,3.29,1.9,0.55,112.0,0.41
9.8,0.047,0.23,0.9936,6.3,13.0,3.28,2.9,0.43,100.0,0.27
12.0,0.021,0.37,0.99076,6.15,20.0,3.39,3.2,0.47,80.0,0.21
9.3,0.042,0.36,0.9982,8.3,33.0,3.23,10.0,0.51,169.0,0.3
10.2,0.049,0.25,0.9934,7.4,43.0,3.42,1.4,0.54,141.0,0.23
11.8,0.029,0.39,0.9923,8.1,18.0,3.23,1.9,0.52,79.0,0.28
10.5,0.04,0.13,0.9922,5.8,11.0,3.29,1.4,0.52,64.0,0.415
10.7,0.063,0.35,0.99184,7.0,13.0,3.22,1.6,0.5,119.0,0.31
10.8,0.042,0.36,0.99143,6.0,13.0,3.22,1.6,0.54,61.0,0.16
9.7,0.058,0.26,0.99271,5.8,20.0,3.27,1.1,0.43,140.0,0.38
9.3,0.054,0.3,0.9982,6.7,51.0,3.19,15.6,0.49,196.0,0.34
8.9,0.048,0.26,0.9972,6.0,50.0,3.3,12.4,0.36,147.0,0.19
13.1,0.032,0.25,0.98988,6.4,15.0,3.26,4.2,0.52,91.0,0.4
10.5,0.032,0.25,0.994,5.6,12.0,3.31,9.7,0.34,68.0,0.245
12.5,0.036,0.3,0.99028,6.5,34.0,3.25,3.8,0.63,88.0,0.33
11.0,0.048,0.34,0.99455,6.7,32.0,3.25,8.9,0.54,111.0,0.28
12.3,0.037,0.32,0.98993,6.3,12.0,3.3,1.5,0.46,76.0,0.32
10.1,0.047,0.41,0.9937,7.6,27.0,3.2,1.9,0.53,151.0,0.16
11.0,0.029,0.18,0.9906,5.7,26.0,3.44,1.4,0.37,104.0,0.32
12.1,0.044,0.31,0.98998,5.8,35.0,3.19,3.5,0.37,158.0,0.23
10.8,0.054,0.32,0.9938,6.8,40.0,3.2,5.9,0.57,152.0,0.22
10.4,0.054,0.32,0.99734,6.6,62.0,3.25,15.6,0.56,227.0,0.33
9.8,0.053,0.48,0.99472,6.3,34.0,3.18,7.4,0.53,149.0,0.3
9.7,0.038,0.32,0.9958,6.5,48.0,3.45,7.6,0.54,203.0,0.24
9.4,0.044,0.24,0.9961,5.8,55.0,3.31,9.2,0.38,152.0,0.26
9.5,0.055,0.46,0.9988,8.7,68.0,3.36,13.8,0.37,198.0,0.34
9.4,0.045,0.36,0.99922,7.2,68.0,3.25,15.7,0.76,183.0,0.21
9.4,0.053,0.49,0.9954,7.0,22.0,3.36,5.9,0.36,118.0,0.14
10.2,0.034,0.18,0.99174,5.6,18.0,3.32,1.4,0.35,135.0,0.26
11.1,0.055,0.21,0.9914,6.0,42.0,3.32,1.3,0.43,168.0,0.29
12.2,0.029,0.27,0.9892,5.9,37.0,3.2,1.5,0.46,81.0,0.25
9.6,0.041,0.4,0.9976,8.3,38.0,3.34,7.8,0.51,194.0,0.28
11.5,0.049,0.33,0.99134,5.9,12.0,3.46,1.2,0.44,117.0,0.44
10.0,0.037,0.16,0.9949,5.8,26.0,3.46,7.0,0.45,116.0,0.34
9.4,0.201,0.27,0.9942,5.7,73.5,3.27,4.1,0.38,189.5,0.26
9.5,0.053,0.37,0.9992,6.9,59.0,3.37,15.0,0.82,178.0,0.22
10.8,0.083,0.36,0.9942,7.0,10.0,3.33,4.9,0.37,133.0,0.24
9.1,0.096,0.12,0.9983,7.6,22.0,3.32,10.4,0.45,177.0,0.56
12.2,0.04,0.3,0.99173,7.0,40.0,3.33,5.0,0.42,143.0,0.36
9.3,0.064,0.22,0.9952,6.9,55.0,3.29,4.6,0.37,152.0,0.17
9.4,0.053,0.46,0.99691,6.3,44.0,3.18,11.1,0.67,177.0,0.27
9.5,0.046,0.49,1.0004,9.8,13.0,3.18,15.4,0.45,119.0,0.31
10.1,0.047,0.24,0.995,5.7,60.0,3.65,2.3,0.72,189.0,0.21
10.1,0.059,0.24,0.99773,5.7,23.0,3.3,17.8,0.5,124.0,0.26
10.0,0.04,0.39,0.99475,6.4,57.0,3.32,7.5,0.43,213.0,0.31
11.5,0.027,0.24,0.991,5.6,37.0,3.3,4.4,0.31,150.0,0.21
10.0,0.051,0.23,0.9963,7.3,35.0,3.36,6.3,0.54,240.0,0.17
11.2,0.023,0.29,0.99068,5.6,19.0,3.25,3.1,0.51,89.0,0.23
9.7,0.053,0.26,0.99802,6.7,44.0,3.42,12.6,0.42,182.0,0.24
13.7,0.024,0.32,0.98906,5.8,28.0,3.25,4.5,0.52,94.0,0.31
9.4,0.053,0.38,0.99787,6.6,49.0,3.3,9.7,0.57,226.0,0.39
12.5,0.034,0.27,0.9916,6.4,18.0,3.36,4.9,0.71,122.0,0.32
10.9,0.042,0.36,0.99473,6.7,42.0,3.34,8.4,0.52,123.0,0.24
11.0,0.057,0.49,0.9962,6.9,25.0,3.43,7.6,0.63,156.0,0.3
10.7,0.05,0.45,0.9948,7.9,17.0,3.33,1.8,0.49,114.0,0.14
10.1,0.054,0.26,0.9966,7.2,41.0,3.38,7.1,0.55,224.0,0.16
10.8,0.043,0.3,0.9926,5.8,41.0,3.33,5.4,0.42,149.0,0.275
11.8,0.032,0.39,0.9912,6.4,23.0,3.32,1.8,0.5,118.0,0.23
9.6,0.049,0.4,1.0,7.2,50.0,3.34,17.85,0.42,185.0,0.24
11.2,0.042,0.36,0.9941,7.8,38.0,3.26,7.0,0.37,161.0,0.29
10.9,0.033,0.3,0.99225,5.9,28.0,3.39,2.0,0.69,92.0,0.24
11.0,0.044,0.32,0.99185,6.5,34.0,3.37,2.0,0.68,90.0,0.3
10.2,0.042,0.19,0.99435,6.4,67.0,3.31,5.4,0.35,181.0,0.28
9.3,0.048,0.49,0.9953,6.0,61.0,3.19,6.8,0.47,222.0,0.28
8.9,0.05,0.41,1.0,7.3,55.0,3.32,15.4,0.59,191.0,0.22
8.8,0.038,0.36,0.99924,6.5,43.0,3.26,16.3,0.41,133.0,0.23
9.6,0.056,0.32,0.9998,7.1,49.0,3.37,16.9,0.38,158.0,0.22
9.7,0.055,0.49,0.9974,7.4,49.0,3.52,8.2,0.58,188.0,0.3
11.0,0.043,0.31,0.9924,6.0,54.0,3.28,5.0,0.52,170.0,0.27
10.2,0.037,0.32,0.99137,5.8,14.0,3.19,1.2,0.5,119.0,0.15
10.98,0.043,0.19,0.99433,6.4,28.0,3.23,9.3,0.53,145.0,0.42
9.2,0.082,0.18,0.9971,6.6,47.0,3.42,6.4,0.48,240.0,0.34
9.4,0.081,0.22,0.99705,6.9,76.0,3.4,5.95,0.57,303.0,0.4
12.0,0.032,0.34,0.99253,6.6,9.0,3.32,4.9,0.81,125.0,0.35
8.8,0.051,0.18,0.9964,6.1,28.5,3.19,9.0,0.5,259.0,0.4
10.7,0.03,0.27,0.9947,5.6,27.0,3.4,10.6,0.34,119.0,0.26
8.9,0.044,0.2,0.99862,5.7,41.0,3.22,16.0,0.46,113.0,0.22
12.4,0.026,0.35,0.99052,5.7,17.0,3.18,5.1,0.67,113.0,0.4
12.5,0.032,0.14,0.9918,5.0,35.0,3.53,8.3,0.51,164.0,0.55
10.6,0.036,0.3,0.99368,6.0,47.0,3.18,8.7,0.39,127.0,0.21
11.7,0.023,0.34,0.98958,6.4,56.0,3.18,1.4,0.7,115.0,0.22
8.7,0.056,0.55,0.99806,6.3,58.0,3.29,12.9,0.49,252.0,0.695
11.3,0.052,0.35,0.99108,5.7,39.0,3.44,1.2,0.69,141.0,0.28
8.8,0.039,0.36,0.99946,6.2,37.0,3.23,17.2,0.43,130.0,0.23
10.0,0.034,0.32,0.99512,6.7,17.0,3.29,7.9,0.31,81.0,0.15
9.1,0.058,0.49,0.9998,7.3,50.0,3.42,15.55,0.36,134.0,0.19
12.0,0.038,0.31,0.9912,7.4,34.0,3.25,1.6,0.39,116.0,0.2
14.0,0.027,0.47,0.9907,5.8,12.0,3.38,7.5,0.45,88.0,0.39
9.9,0.044,0.27,0.99454,6.8,45.0,3.2,8.6,0.37,104.0,0.11
11.5,0.034,0.26,0.99188,5.1,36.0,3.38,6.8,0.4,120.0,0.35
9.5,0.044,0.25,0.9993,6.1,48.0,3.34,17.75,0.48,161.0,0.28
10.0,0.061,0.49,0.9942,8.0,10.0,3.23,1.8,0.48,145.0,0.18
9.5,0.042,0.29,0.9956,6.2,26.0,3.77,1.3,0.64,138.0,0.33
10.1,0.038,0.31,0.9924,5.6,16.0,3.34,1.5,0.58,84.0,0.18
10.3,0.049,0.21,0.9924,6.3,35.0,3.31,1.8,0.5,163.0,0.19
9.4,0.034,0.25,0.9977,5.9,38.0,3.33,12.5,0.43,152.0,0.26
9.9,0.038,0.36,0.9926,7.4,44.0,3.36,1.2,0.34,111.0,0.2
9.9,0.056,0.29,0.99512,6.9,30.0,3.19,9.9,0.33,91.0,0.14
11.2,0.034,0.28,0.99092,5.8,9.0,3.21,1.3,0.52,94.0,0.18
9.6,0.05,0.46,0.99308,6.0,56.0,3.24,1.5,0.49,189.0,0.32
12.6,0.032,0.32,0.98956,5.0,58.0,3.45,4.5,0.31,178.0,0.27
11.0,0.032,0.18,0.99114,5.0,40.0,3.18,4.6,0.4,124.0,0.33
11.3,0.051,0.33,0.99048,5.4,29.0,3.37,1.2,0.66,122.0,0.255
9.4,0.048,0.24,0.9957,7.0,31.0,3.23,6.2,0.62,228.0,0.32
9.2,0.045,0.45,0.99573,6.2,46.0,3.26,7.5,0.46,203.0,0.28
10.4,0.03,0.35,0.99255,8.1,38.0,3.22,1.7,0.63,103.0,0.27
9.4,0.043,0.27,0.9933,5.8,24.0,3.38,1.8,0.31,69.0,0.23
11.0,0.043,0.47,0.99176,7.0,18.0,3.19,1.3,0.45,131.0,0.24
10.5,0.045,0.29,0.9936,7.4,53.0,3.34,1.6,0.68,180.0,0.29
10.4,0.029,0.28,0.99347,6.9,14.0,3.24,4.4,0.46,107.0,0.15
10.6,0.046,0.29,0.99471,6.1,39.0,3.6,6.2,0.44,151.0,0.15
10.3,0.041,0.24,0.9927,6.0,15.0,3.61,1.1,0.61,65.0,0.1
10.0,0.055,0.35,0.998,6.5,47.0,3.58,12.0,0.47,179.0,0.25
9.9,0.062,0.43,0.9966,7.7,20.0,3.38,4.5,0.5,115.0,0.25
11.1,0.019,0.32,0.9935,6.8,54.0,3.25,7.05,0.37,188.0,0.19
11.0,0.039,0.35,0.99216,6.4,43.0,3.18,4.6,0.4,147.0,0.23
12.3,0.021,0.33,0.99021,7.0,17.0,3.26,2.1,0.45,76.0,0.25
10.4,0.041,0.3,0.9929,7.7,15.0,3.26,1.4,0.53,102.0,0.24
10.2,0.046,0.32,0.9934,5.7,20.0,3.8,1.2,0.41,155.0,0.27
9.3,0.032,0.38,0.9983,7.0,60.0,3.18,14.9,0.61,181.0,0.3
11.2,0.055,0.49,0.9917,7.4,18.0,3.23,1.2,0.47,150.0,0.16
12.9,0.03,0.3,0.98892,5.9,38.0,3.41,2.0,0.41,142.0,0.3
9.5,0.039,0.39,0.9976,8.2,49.0,3.31,7.8,0.51,208.0,0.27
10.9,0.046,0.56,0.9924,6.1,46.0,3.31,2.7,0.57,184.0,0.3
10.8,0.028,0.37,0.9922,7.0,26.0,3.3,1.5,0.46,75.0,0.17
12.9,0.04,0.34,0.99,6.8,38.0,3.24,2.0,0.45,111.0,0.17
11.0,0.036,0.27,0.99399,7.6,23.0,3.34,5.8,0.54,109.0,0.31
9.5,0.036,0.33,0.99306,6.6,17.0,3.27,1.4,0.61,109.0,0.085
11.2,0.028,0.29,0.99356,6.4,17.0,3.18,10.8,0.37,118.0,0.27
12.3,0.037,0.34,0.98948,5.9,40.0,3.19,2.0,0.5,108.0,0.24
11.0,0.053,0.31,0.99544,6.5,20.0,3.2,13.55,0.56,113.0,0.36
10.5,0.047,0.25,0.99314,6.1,289.0,3.44,2.9,0.64,440.0,0.26
10.0,0.028,0.29,0.99168,5.2,18.0,3.24,1.1,0.54,69.0,0.28
10.0,0.046,0.28,0.99685,6.5,80.0,3.18,12.5,0.41,225.0,0.26
9.7,0.054,0.23,0.99898,7.5,28.0,3.18,14.8,0.49,174.0,0.41
8.0,0.041,0.23,0.99688,4.2,64.0,3.42,5.1,0.44,157.0,0.215
11.6,0.036,0.35,0.99119,7.0,42.0,3.31,1.4,0.62,109.0,0.29
9.4,0.045,0.21,0.99595,6.9,54.0,3.22,7.2,0.48,190.0,0.3
9.1,0.056,0.25,0.9955,6.1,44.0,3.19,6.9,0.4,201.0,0.28
10.6,0.043,0.3,0.9951,6.0,43.0,3.63,6.7,0.46,153.0,0.16
12.2,0.037,0.22,0.99156,5.5,10.0,3.46,5.5,0.44,86.0,0.18
11.4,0.04,0.31,0.9953,6.7,10.0,3.46,9.9,0.55,175.0,0.31
9.5,0.053,0.24,0.9955,6.8,41.0,3.37,4.55,0.67,211.0,0.25
13.4,0.036,0.25,0.98975,7.1,43.0,3.21,2.8,0.47,132.0,0.43
10.6,0.035,0.07,0.992,5.3,26.0,3.5,1.3,0.35,102.0,0.395
11.6,0.04,0.34,0.9912,5.9,50.0,3.31,3.6,0.52,194.0,0.28
12.0,0.038,0.34,0.9909,6.2,85.0,3.33,1.7,0.86,153.0,0.16
9.2,0.045,0.42,0.9991,7.7,45.0,3.18,14.3,0.63,213.0,0.3
12.0,0.037,0.23,0.99021,5.9,38.0,3.36,1.5,0.49,93.0,0.2
10.5,0.052,0.36,0.99273,6.4,18.0,3.38,2.0,0.53,141.0,0.3
12.6,0.041,0.43,0.99014,6.7,29.0,3.23,1.6,0.44,114.0,0.34
11.0,0.038,0.36,0.9928,7.9,11.0,3.25,1.6,0.48,124.0,0.35
10.0,0.04,0.22,0.9933,6.4,41.0,3.49,1.4,0.58,149.0,0.16
10.4,0.05,0.12,0.99268,6.1,11.0,3.42,1.8,0.48,76.0,0.6
9.0,0.044,0.22,0.99855,5.7,39.0,3.24,16.65,0.48,110.0,0.22
10.1,0.048,0.3,0.99352,6.7,38.0,3.33,5.2,0.44,113.0,0.12
10.5,0.054,0.33,0.9926,6.9,24.0,3.42,1.0,0.51,164.0,0.18
9.4,0.058,0.28,0.99856,6.6,25.0,3.45,12.05,0.45,125.0,0.22
11.4,0.037,0.4,0.9923,6.8,18.0,3.49,2.3,0.42,102.0,0.16
11.2,0.032,0.32,0.9911,6.2,30.0,3.28,1.7,0.41,130.0,0.3
10.9,0.044,0.25,0.9921,6.1,24.0,3.39,1.6,0.59,115.0,0.24
12.4,0.042,0.35,0.9906,6.8,16.0,3.19,2.3,0.56,85.0,0.28
9.8,0.046,0.18,0.9963,7.8,33.0,3.2,6.7,0.56,160.0,0.24
11.0,0.037,0.3,0.9943,7.7,29.0,3.38,5.2,0.44,131.0,0.39
10.5,0.04,0.28,0.9917,6.2,24.0,3.19,2.2,0.48,125.0,0.22
10.6,0.032,0.34,0.9927,6.8,37.0,3.2,4.6,0.39,135.0,0.24
9.5,0.052,0.49,0.99558,6.7,48.0,3.19,8.1,0.48,197.0,0.26
9.8,0.066,0.25,0.9939,6.2,62.0,3.25,4.4,0.52,207.0,0.46
9.6,0.091,0.34,0.9938,6.4,42.0,3.25,1.5,0.49,135.0,0.17
12.8,0.041,0.29,0.98944,6.0,37.0,3.22,3.1,0.39,144.0,0.26
10.2,0.044,0.41,0.99742,6.8,79.5,3.24,12.9,0.78,183.0,0.15
11.2,0.055,0.49,0.9917,7.4,18.0,3.23,1.2,0.47,150.0,0.16
9.5,0.045,0.44,0.9967,6.1,53.0,3.24,12.3,0.54,197.0,0.255
11.2,0.032,0.37,0.99185,6.0,63.0,3.32,1.2,0.44,148.0,0.14
10.6,0.039,0.28,0.99539,6.4,19.0,3.2,12.6,0.43,124.0,0.35
11.7,0.033,0.33,0.99057,5.8,25.0,3.2,3.5,0.44,116.0,0.3
9.2,0.054,0.05,0.9948,5.9,36.0,3.43,2.6,0.5,146.0,0.5
9.3,0.042,0.3,0.9946,5.7,19.0,3.31,4.6,0.42,101.0,0.135
9.4,0.079,0.65,0.99307,5.7,17.0,3.2,1.2,0.42,137.0,0.255
12.6,0.038,0.27,0.99026,6.5,37.0,3.2,4.0,0.6,97.0,0.3
10.6,0.028,0.36,0.9938,7.2,22.0,3.48,2.5,0.49,157.0,0.2
11.8,0.038,0.34,0.9921,6.8,31.0,3.24,5.1,0.46,99.0,0.24
11.5,0.028,0.37,0.99244,8.9,20.0,3.2,1.2,0.37,93.0,0.21
9.7,0.043,0.07,0.9944,5.3,34.0,3.34,6.9,0.57,149.0,0.58
10.0,0.047,0.29,0.9955,6.2,45.0,3.35,7.6,0.62,232.0,0.34
9.4,0.171,0.39,0.99562,6.7,64.0,3.19,6.4,0.38,200.0,0.26
9.9,0.039,0.3,0.99436,7.0,37.0,3.2,6.7,0.39,125.0,0.24
12.3,0.043,0.32,0.9897,5.7,28.0,3.31,1.4,0.5,93.0,0.33
9.9,0.041,0.08,0.997,5.2,37.0,3.46,13.5,0.39,142.0,0.365
10.7,0.046,0.14,0.9959,7.5,18.0,3.22,10.7,0.33,95.0,0.42
11.0,0.038,0.24,0.99066,6.6,15.0,3.23,0.9,0.39,72.0,0.36
12.5,0.038,0.28,0.9915,6.8,26.0,3.24,7.8,0.34,89.0,0.27
10.1,0.047,0.27,0.99235,5.2,16.0,3.44,3.2,0.53,93.0,0.2
9.2,0.043,0.34,0.9964,6.7,31.0,3.22,8.9,0.6,172.0,0.47
10.4,0.037,0.28,0.9919,6.4,12.0,3.32,1.5,0.51,119.0,0.31
10.4,0.044,0.19,0.99209,5.5,39.0,3.19,2.2,0.43,161.0,0.23
10.3,0.054,0.39,0.9941,7.5,23.0,3.27,1.9,0.45,91.0,0.18
